community_id,community_name,state,year,population,youth_population,median_income,poverty_rate,pct_bachelors,tennis_courts_per_100k,pop_density,d1_players,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,d1_rate_per_100k
C0170,TX Community 170,TX,2022,27353,6401,52875,33.13,27.91,0.198,4242.8,0,-0.4307,0.6247,-1.574,-0.7659,-0.2842,0.3529,0.0
C0171,CO Community 171,CO,2022,62305,11736,77706,26.54,32.56,0.05,369.3,0,-0.0443,0.4292,0.0559,-0.0777,-0.9713,-1.4924,0.0
C0172,CO Community 172,CO,2022,50039,7854,40007,38.24,15.3,1.625,931.6,0,-0.2526,2.2762,-0.0752,0.1455,-0.6497,0.0971,0.0
C0173,WI Community 173,WI,2022,19546,4592,76536,21.06,36.5,3.178,704.4,0,0.164,-1.057,0.9764,-0.287,0.1398,0.0954,0.0
C0174,MI Community 174,MI,2022,294253,73089,45570,35.49,25.88,0.482,221.3,0,-1.144,1.2954,-0.2167,0.5239,0.4488,0.3081,0.0
C0175,FL Community 175,FL,2022,167540,38341,89634,19.92,35.87,4.204,280.7,0,0.9571,-1.239,0.3923,0.282,-0.406,-1.4771,0.0
C0176,OH Community 176,OH,2022,61752,15010,69487,21.31,26.5,3.144,622.9,0,0.0151,1.2402,1.11,0.7526,0.05,0.0197,0.0
C0177,FL Community 177,FL,2022,89597,16843,97214,26.24,44.21,3.029,2403.3,0,-1.0268,-1.3838,-0.6648,-0.7496,-0.7668,-1.0553,0.0
C0178,FL Community 178,FL,2022,50329,12040,73857,34.63,26.99,1.78,259.2,0,0.2181,-1.1834,-0.2447,1.1327,0.2417,2.2468,0.0
C0179,NC Community 179,NC,2022,105031,20140,49053,31.91,22.84,2.157,622.8,0,-1.1734,-0.1954,1.0621,-0.1586,-0.0629,-1.0424,0.0
C0180,GA Community 180,GA,2022,41855,9028,57809,32.42,20.22,3.541,2788.5,0,0.3956,-0.2085,-0.8371,0.5731,-0.0598,0.1975,0.0
C0181,OR Community 181,OR,2022,442398,90969,47039,28.8,32.54,1.893,680.1,1,2.5727,3.789,0.4078,-1.7815,1.6051,-0.5127,0.226
C0182,OR Community 182,OR,2022,434257,96630,48558,30.27,21.35,0.955,907.0,0,0.5816,0.8394,-1.9428,-0.8526,-0.1648,-1.2192,0.0
C0183,WA Community 183,WA,2022,100637,23933,79624,25.65,28.65,3.479,1667.1,0,-1.1598,1.0666,1.6713,-1.1865,-0.108,-0.2773,0.0
C0184,IL Community 184,IL,2022,58828,8989,65748,27.43,41.87,3.964,354.6,0,0.5412,-0.8201,-0.0081,-0.1844,-0.5841,-0.0085,0.0
C0185,NC Community 185,NC,2022,46698,9301,63061,27.92,25.17,1.402,216.3,0,-1.2083,1.6728,0.009,0.0895,0.7278,0.6904,0.0
C0186,VA Community 186,VA,2022,144304,34471,38697,36.47,23.51,0.05,103.5,0,-0.9525,-0.5259,-0.0052,-0.3198,1.1474,-0.3761,0.0
C0187,WI Community 187,WI,2022,125311,28779,128036,6.48,57.73,6.352,2946.6,5,-0.3167,0.4452,-1.1806,-1.3198,0.8219,0.4418,3.9901
C0188,MO Community 188,MO,2022,31231,6090,99010,15.15,42.77,5.27,813.1,0,-0.5919,-0.4977,1.2109,-0.2433,-0.5294,1.9899,0.0
C0189,IL Community 189,IL,2022,134726,28417,78188,23.22,27.46,2.922,4661.4,0,-0.667,1.1238,-0.321,-0.6004,2.3792,-0.6102,0.0
C0190,AZ Community 190,AZ,2022,101691,21809,65183,24.52,29.7,1.827,201.6,0,-0.6132,-0.3293,1.2777,-0.0636,0.9613,0.2378,0.0
C0191,NY Community 191,NY,2022,132320,29898,61800,31.05,35.66,1.369,5862.5,0,-1.2456,-0.7619,1.5348,0.7914,0.533,0.3076,0.0
C0192,AZ Community 192,AZ,2022,114737,22489,76712,22.93,34.17,2.91,640.8,0,1.3943,0.5828,1.3831,-1.9071,2.05,0.0409,0.0
C0193,OH Community 193,OH,2022,68469,16124,49485,31.41,16.16,0.05,1536.4,0,-2.2025,-1.8307,0.994,0.3253,-0.1096,1.093,0.0
C0194,OH Community 194,OH,2022,129219,37679,97776,18.07,39.87,4.187,1550.7,0,0.5629,0.6716,-0.2041,0.1154,0.9897,0.2836,0.0
C0195,CO Community 195,CO,2022,75646,14781,86445,27.79,54.67,1.716,270.4,0,-0.9739,-0.0121,-0.5918,-0.3775,0.427,-1.3166,0.0
C0196,NC Community 196,NC,2022,256628,73195,79816,20.73,55.45,1.654,125.1,1,-0.3055,-0.1273,-0.1109,-1.4092,0.4789,-0.4878,0.3897
C0197,OR Community 197,OR,2022,78703,18486,70751,21.96,26.48,6.071,1155.0,0,1.2343,-1.5133,-0.5958,-0.2954,-0.7705,0.911,0.0
C0198,CO Community 198,CO,2022,29850,6567,54408,32.95,36.61,0.05,120.6,0,-1.2554,-0.2345,0.3034,-0.9413,1.2953,0.6234,0.0
C0199,WI Community 199,WI,2022,24668,5177,113584,20.28,51.49,4.891,266.9,0,-0.9637,-0.3736,-0.6357,-0.07,-0.8279,0.7414,0.0
C0200,NC Community 200,NC,2022,20097,3895,45447,36.48,30.1,3.729,534.5,0,0.4871,-0.4033,0.0814,0.2173,-0.5927,0.6488,0.0
C0201,CO Community 201,CO,2022,55277,11710,57690,26.11,40.13,1.31,482.8,0,-2.5635,0.0262,-0.1056,1.6234,-1.9429,-1.0811,0.0
C0202,MO Community 202,MO,2022,66445,13641,88634,22.37,43.38,5.168,673.5,0,0.3107,1.1882,-0.0198,0.8753,1.4095,0.0451,0.0
C0203,CO Community 203,CO,2022,10226,2266,66091,25.82,35.82,0.05,308.5,0,1.1267,-0.7889,0.3228,-0.9197,-1.5577,-1.2736,0.0
C0204,MO Community 204,MO,2022,38086,9257,82668,29.97,38.57,2.557,557.6,0,-0.4226,0.4001,-0.9875,0.5374,-1.4616,-0.4565,0.0
C0205,FL Community 205,FL,2022,25255,4527,88590,27.37,30.34,2.374,736.2,0,0.3365,0.1433,-1.43,0.4007,-0.677,-0.8144,0.0
C0206,WI Community 206,WI,2022,40299,8378,59218,26.41,24.98,3.429,421.3,0,-0.3064,0.5023,-0.4176,-0.0353,0.4466,-0.9924,0.0
C0207,PA Community 207,PA,2022,356534,65901,68670,28.18,27.28,3.388,579.8,0,-0.7536,-0.7284,1.3085,0.079,0.4942,-0.6425,0.0
C0208,TX Community 208,TX,2022,46447,9660,97829,16.68,32.84,3.912,2593.4,0,1.9423,0.5223,-1.6267,0.8097,-0.4857,1.8682,0.0
C0209,NC Community 209,NC,2022,35165,7421,74217,26.33,26.95,2.501,7361.8,0,0.5456,-1.7098,-1.0034,-0.5081,-0.7669,1.7806,0.0
C0210,TN Community 210,TN,2022,28263,6675,104090,22.25,42.41,1.705,354.3,0,1.3043,0.0511,1.9226,1.5411,0.0721,-0.5295,0.0
C0211,GA Community 211,GA,2022,47379,9193,92311,16.34,39.13,3.591,1724.4,0,0.8462,-1.0277,-0.6248,-0.4394,0.3535,-0.3973,0.0
C0212,NY Community 212,NY,2022,50802,12583,61875,28.06,33.48,2.55,115.7,0,0.3427,-0.0429,-0.0438,0.0261,-0.7644,0.1098,0.0
C0213,VA Community 213,VA,2022,183955,37871,97617,16.85,39.06,3.3,1356.6,0,-0.0979,0.6709,0.4236,-0.9,0.664,-1.2425,0.0
C0214,WI Community 214,WI,2022,36266,7394,75533,35.58,35.69,3.558,3213.5,0,0.7363,0.4105,2.1107,-1.6874,0.1279,-0.2624,0.0
C0215,NY Community 215,NY,2022,31892,6682,50461,36.5,25.38,1.412,201.6,0,-2.102,-3.7678,2.361,0.3616,1.4683,1.0046,0.0
C0216,FL Community 216,FL,2022,16956,3998,41289,27.8,19.09,0.05,761.9,0,0.9595,-0.8566,1.4397,-0.8553,0.1298,-0.5839,0.0
C0217,OR Community 217,OR,2022,25808,5571,70559,31.8,29.51,2.579,528.7,0,1.5222,-0.7342,0.1311,0.0868,0.1442,0.0756,0.0
C0218,MI Community 218,MI,2022,95824,18602,83012,27.17,39.77,3.193,2132.3,0,-1.5856,0.3875,-0.4299,-0.9084,0.4853,2.8535,0.0
C0219,VA Community 219,VA,2022,58704,13164,33456,38.39,29.42,0.414,592.2,0,-0.8523,-0.5168,-0.5032,0.3268,-2.5288,0.4068,0.0
C0220,GA Community 220,GA,2022,171002,36067,53260,29.35,27.95,1.304,523.1,0,1.0216,-0.7922,0.035,1.7179,0.4374,-1.9926,0.0
C0221,NY Community 221,NY,2022,54292,10931,81446,29.59,30.08,3.738,301.0,0,0.8012,-0.5095,1.3849,1.0658,-1.0281,0.1219,0.0
C0222,MO Community 222,MO,2022,37232,7765,100408,14.7,41.62,0.05,739.6,0,1.0475,-0.5527,0.3397,-1.0004,0.4987,-1.0418,0.0
C0223,GA Community 223,GA,2022,75084,14408,33468,35.21,30.89,2.01,833.3,0,-2.1775,-0.1739,1.2654,1.6609,0.0059,0.6346,0.0
C0224,WI Community 224,WI,2022,70458,16639,59685,32.43,37.31,3.488,627.7,0,-1.1929,-0.4307,0.0696,-0.3286,0.6146,0.9103,0.0
C0225,CO Community 225,CO,2022,140423,28660,60277,29.13,42.81,3.023,1079.4,1,-1.0164,3.7229,0.3738,-0.3396,0.7902,0.2006,0.7121
C0226,NY Community 226,NY,2022,63574,14568,33444,33.83,16.69,1.783,148.0,0,1.5972,0.0758,-0.7242,-0.1593,1.566,0.1804,0.0
C0227,GA Community 227,GA,2022,59284,12572,51332,42.91,26.03,0.888,250.9,0,-0.9042,1.3088,0.9304,-0.5498,-0.7709,-0.3336,0.0
C0228,WA Community 228,WA,2022,98235,17897,75154,22.99,48.36,1.664,2566.1,0,1.5074,1.292,-0.2123,2.3177,0.3838,-0.6328,0.0
C0229,TN Community 229,TN,2022,96522,20114,64928,25.45,40.71,1.429,188.1,1,1.7488,-0.3555,0.882,-0.167,0.9821,1.0682,1.036
C0230,NY Community 230,NY,2022,79026,16827,99383,14.66,42.76,5.435,1649.4,1,-1.0359,-0.3865,-1.2191,-0.836,-0.7062,0.7337,1.2654
C0231,CO Community 231,CO,2022,509672,96581,125004,19.32,50.5,4.307,279.1,2,0.2435,0.9389,-1.3271,-2.0453,1.3035,-0.2163,0.3924
C0232,PA Community 232,PA,2022,237549,57132,56326,34.33,31.67,4.085,1340.1,1,-1.1989,-1.1062,0.9569,1.2339,-0.64,-0.6065,0.421
C0233,GA Community 233,GA,2022,190451,46017,52575,28.77,17.95,0.791,234.2,0,-0.2206,1.3437,-0.5418,-1.5179,-1.4462,-0.1498,0.0
C0234,MA Community 234,MA,2022,28569,5205,50700,28.17,26.59,3.807,163.4,0,0.4636,-1.1373,0.1961,0.0691,-0.0499,1.1233,0.0
C0235,MA Community 235,MA,2022,137423,29077,96101,17.71,38.54,5.402,1850.8,0,0.0561,0.3532,1.9005,-1.1513,-0.2973,-1.1283,0.0
C0236,GA Community 236,GA,2022,60648,12826,103258,19.13,51.35,4.55,505.9,0,0.6115,0.5064,-0.8393,-0.1129,-0.2102,0.6343,0.0
C0237,VA Community 237,VA,2022,14794,3563,66861,26.49,35.15,5.855,1941.0,0,-0.5945,0.4318,-1.8175,1.7242,1.3315,1.9378,0.0
C0238,MI Community 238,MI,2022,43973,8622,42302,30.35,6.54,0.05,516.2,0,-0.4424,-1.5252,0.7082,-0.7941,0.0326,0.9131,0.0
C0239,IL Community 239,IL,2022,37659,6269,63102,26.11,20.48,1.654,432.6,0,-0.3161,0.6238,-0.5936,0.8749,-0.7223,-0.8504,0.0
C0240,AZ Community 240,AZ,2022,74876,14474,88712,19.15,22.24,3.465,511.6,0,-0.4749,0.5251,0.3131,-0.6393,0.3076,-1.8676,0.0
C0241,MN Community 241,MN,2022,69018,15167,73465,27.72,41.82,1.384,1707.6,0,-1.024,-1.198,0.1879,1.6963,-1.6674,1.3618,0.0
C0242,MI Community 242,MI,2022,60765,14945,56673,32.07,32.86,5.313,1694.3,0,0.023,0.198,-0.9759,-1.3046,0.3768,-0.788,0.0
C0243,TX Community 243,TX,2022,77255,16401,41104,22.17,36.5,4.344,510.0,0,-0.9273,0.4313,-0.0744,-0.5777,-1.5451,0.3503,0.0
C0244,VA Community 244,VA,2022,168489,35099,52246,27.1,28.64,0.433,283.3,0,-0.6475,-0.9657,1.1762,-0.6874,0.2211,-1.2085,0.0
C0245,FL Community 245,FL,2022,67408,12174,48720,33.05,19.38,0.05,1020.4,0,0.536,-1.2257,0.5985,0.4787,-0.4189,0.0011,0.0
C0246,NY Community 246,NY,2022,137587,32492,77170,22.44,36.2,4.42,289.0,1,0.3088,-0.6133,-0.7758,0.1097,-0.2125,-0.319,0.7268
C0247,PA Community 247,PA,2022,133838,30974,53006,32.81,41.18,1.297,1678.6,0,-0.5323,-0.5309,-0.7175,1.7557,-1.106,-0.1334,0.0
C0248,IL Community 248,IL,2022,136609,23175,65102,28.55,30.22,0.05,1056.4,0,2.0672,0.5723,0.6812,-0.2197,0.0965,0.0923,0.0
C0249,CA Community 249,CA,2022,76946,19288,93543,20.11,35.24,3.411,703.1,0,-0.3087,0.7832,-1.1205,-0.0208,-0.0918,-0.1894,0.0
C0250,OR Community 250,OR,2022,199925,39474,101885,22.35,43.43,3.241,149.0,1,-0.9803,0.5361,-0.7492,0.4204,-0.0467,-0.9654,0.5002
C0251,TN Community 251,TN,2022,44535,9489,74221,16.67,35.01,5.959,526.3,0,0.118,-1.7374,-1.656,0.6089,0.106,-0.6509,0.0
C0252,NY Community 252,NY,2022,104584,22128,74902,29.13,30.06,5.371,432.1,0,0.4656,-0.7545,-1.5866,1.8108,-0.2365,1.2007,0.0
C0253,CA Community 253,CA,2022,341884,86738,97104,16.01,34.54,3.042,6876.0,0,0.4525,0.3461,-0.2024,1.5962,0.4433,-1.3337,0.0
C0254,CO Community 254,CO,2022,45108,8956,88206,20.81,44.39,1.971,866.7,0,0.2176,1.3258,-0.1608,-0.0269,-1.5523,-1.32,0.0
C0255,GA Community 255,GA,2022,64775,11846,54385,30.59,36.9,1.893,204.6,0,-1.3234,0.5401,0.7335,0.2162,-0.078,-1.6173,0.0
C0256,TX Community 256,TX,2022,53017,14341,51537,21.85,14.97,2.698,340.3,0,-1.0016,0.8162,0.511,0.0164,0.3285,-0.0638,0.0
C0257,WA Community 257,WA,2022,48411,8896,65016,32.36,30.24,2.713,487.4,0,-0.1491,-0.471,-1.0977,0.5321,0.5901,1.2626,0.0
C0258,GA Community 258,GA,2022,132503,29394,92845,27.88,43.67,5.223,280.0,1,-1.5031,0.4639,0.1036,-0.7679,0.0288,0.9057,0.7547
C0259,NC Community 259,NC,2022,74523,15626,56777,26.36,33.23,5.317,1378.0,0,-0.4588,-0.4161,1.0156,-0.6715,0.3658,0.4136,0.0
C0260,IL Community 260,IL,2022,102191,23416,84286,23.63,32.33,1.93,231.9,1,1.3432,-1.4652,0.8328,-1.2594,0.046,0.6779,0.9786
C0261,OH Community 261,OH,2022,38440,9425,72314,23.72,41.29,1.963,330.0,0,-0.127,-0.4409,-0.8128,-0.5916,0.2615,0.0222,0.0
C0262,IL Community 262,IL,2022,24985,4460,70430,23.74,30.75,2.975,41.9,0,0.8672,0.0362,2.1294,-0.7591,1.9982,0.1959,0.0
C0263,NY Community 263,NY,2022,160711,34316,87176,21.89,45.44,5.924,219.8,0,-1.053,-0.3315,0.0568,0.0094,-1.269,0.2149,0.0
C0264,CO Community 264,CO,2022,43937,11923,90237,23.31,39.03,1.444,288.4,0,1.0072,-0.0424,0.0946,0.2013,-0.9428,2.146,0.0
C0265,WI Community 265,WI,2022,52317,11553,52741,27.53,37.04,1.588,786.5,0,0.7822,0.2323,-0.8326,-0.4295,-0.4447,-0.0261,0.0
C0266,GA Community 266,GA,2022,127439,26239,84804,27.02,42.6,4.367,3569.7,0,0.7393,0.2488,0.4207,0.7219,-0.3476,-0.618,0.0
C0267,VA Community 267,VA,2022,23731,4870,43880,35.73,23.56,0.05,300.2,0,-0.3589,0.2392,0.5775,-0.6684,-0.0069,-0.2287,0.0
C0268,WA Community 268,WA,2022,31492,6669,99579,24.21,34.44,0.866,1042.1,0,-2.3562,0.534,-1.8163,0.3457,0.3584,-0.2209,0.0
C0269,CO Community 269,CO,2022,27734,6323,87212,25.25,29.53,5.668,849.8,0,-0.8523,1.2344,-0.4363,1.4684,1.8062,0.4473,0.0
C0270,AZ Community 270,AZ,2022,37721,9294,29860,36.9,14.93,0.05,3280.2,0,-0.502,0.508,0.7586,-0.7565,0.2296,-1.067,0.0
C0271,MA Community 271,MA,2022,76532,19622,51541,34.45,19.73,3.256,3904.4,0,-0.788,-1.0707,0.7148,-0.0329,-2.1937,0.3809,0.0
C0272,FL Community 272,FL,2022,56819,12033,55606,27.49,32.23,1.712,1432.6,0,1.1688,-1.1966,0.2907,-1.0159,0.9131,-1.1915,0.0
C0273,GA Community 273,GA,2022,46150,9959,50795,27.75,13.48,2.472,1333.7,0,0.1247,0.3162,0.2495,-1.0148,-0.6135,-1.4218,0.0
C0274,MO Community 274,MO,2022,130106,25794,54706,33.68,27.62,0.833,3701.4,0,0.4728,1.7083,-0.0369,0.1904,-1.3249,-0.3953,0.0
C0275,WI Community 275,WI,2022,59980,14012,74918,24.26,29.64,3.013,679.3,0,0.6546,-0.6463,1.6381,-1.3794,-0.6633,-0.7198,0.0
C0276,NC Community 276,NC,2022,70249,15006,85771,18.49,43.86,3.17,803.6,0,-1.4791,-0.6828,0.1112,-0.5263,-2.1265,0.2151,0.0
C0277,WA Community 277,WA,2022,86933,21791,83906,18.04,35.58,3.373,617.1,0,-0.3892,-0.7759,1.2519,-1.7817,0.1035,0.2899,0.0
C0278,OR Community 278,OR,2022,58479,14408,49888,27.28,33.79,2.744,1005.3,0,0.9842,0.5619,-0.3307,0.1284,-0.0198,-0.9867,0.0
C0279,WA Community 279,WA,2022,160188,40415,80524,25.73,31.46,2.159,593.4,0,-0.0707,0.0656,-0.0816,0.7764,-0.3916,0.5577,0.0
C0280,MN Community 280,MN,2022,51452,11443,54446,32.66,23.53,1.503,1507.7,0,-1.7624,0.8182,0.9258,2.726,0.4614,-0.9569,0.0
C0281,GA Community 281,GA,2022,26013,6679,74021,22.57,42.0,1.881,4558.5,0,0.3588,1.1261,-0.8563,0.2431,0.772,-0.8537,0.0
C0282,CA Community 282,CA,2022,43562,8378,71197,26.81,33.51,3.292,3035.8,0,-0.3414,0.5986,-0.2727,-1.1383,-1.0461,-0.9183,0.0
C0283,MN Community 283,MN,2022,26512,5602,80899,21.61,21.87,5.531,2288.5,0,0.7177,0.1205,-0.5536,-0.1682,-1.1568,-0.6446,0.0
C0284,PA Community 284,PA,2022,132038,31528,39228,31.49,24.34,0.05,199.5,0,-0.2392,-1.3601,-0.0979,-0.4881,-0.8089,-0.5791,0.0
C0285,CA Community 285,CA,2022,26952,6200,23553,34.84,11.07,0.293,379.3,0,-0.1048,1.7645,-1.5286,-2.3148,0.9352,-0.1598,0.0
C0286,NC Community 286,NC,2022,82576,15267,65750,21.5,31.32,5.639,225.6,0,-0.1674,0.7323,0.6571,-2.0382,0.6758,-1.0864,0.0
C0287,OH Community 287,OH,2022,73767,14277,95567,20.32,27.43,5.838,721.0,0,0.2163,-0.5443,1.6732,0.1852,-1.0671,-1.1556,0.0
C0288,FL Community 288,FL,2022,190294,45295,34620,38.09,19.02,0.05,403.0,0,-1.3364,1.8622,-0.9946,1.0797,-0.9041,-1.1076,0.0
C0289,AZ Community 289,AZ,2022,24332,5065,53180,35.25,29.22,3.188,4748.9,0,1.3666,1.6523,-0.3468,-0.4774,0.8708,1.518,0.0
C0290,AZ Community 290,AZ,2022,69311,16318,46950,32.54,16.59,0.05,1818.5,0,-1.2625,0.2697,-0.1727,0.1709,-0.3042,-0.7421,0.0
C0291,OH Community 291,OH,2022,40060,9596,79781,21.71,30.56,3.096,1943.2,0,-0.4868,-0.3168,0.1105,0.0036,-0.4244,-0.9443,0.0
C0292,WI Community 292,WI,2022,55673,12186,82117,23.6,43.13,5.247,124.8,1,-1.0415,-0.7589,-1.0879,-0.6123,2.0049,-0.8719,1.7962
C0293,NY Community 293,NY,2022,40929,9812,67968,32.88,26.56,1.271,303.0,0,0.81,-0.2071,-0.357,-0.1071,-0.0699,0.7794,0.0
C0294,MO Community 294,MO,2022,42153,9213,58852,30.58,35.04,0.05,843.3,0,0.2822,0.4161,0.5141,1.2683,-1.1049,-0.4459,0.0
C0295,MA Community 295,MA,2022,54323,12101,64154,32.38,23.75,6.577,247.0,0,-0.3738,0.2012,1.2608,1.5136,-0.0114,-0.1408,0.0
C0296,VA Community 296,VA,2022,17055,3938,85004,19.94,38.91,1.936,294.6,1,1.1684,0.4911,-0.6409,0.1716,0.1798,-3.2353,5.8634
C0297,MA Community 297,MA,2022,50311,12092,35349,34.68,28.81,2.326,949.6,0,0.3838,-1.4215,0.3187,0.6743,0.4223,-1.4133,0.0
C0298,CO Community 298,CO,2022,13207,3004,91448,23.15,59.71,3.759,2973.4,1,0.6839,-0.2171,-2.6886,0.474,0.3656,-0.5633,7.5717
C0299,CA Community 299,CA,2022,16269,3545,66080,28.46,27.96,2.338,745.7,0,0.0514,0.1863,0.9396,0.0867,-3.06,0.612,0.0
C0300,IL Community 300,IL,2022,14103,2893,71856,16.12,46.96,1.141,278.8,0,1.2659,1.6307,1.2138,-2.0835,-1.3008,2.0163,0.0
C0301,MO Community 301,MO,2022,35439,8004,64876,26.63,30.51,2.371,1708.1,0,-0.9556,-1.5562,-0.5719,-0.4031,-0.1018,-0.7081,0.0
C0302,AZ Community 302,AZ,2022,148233,29495,40730,37.89,36.77,1.207,1219.8,0,-1.209,0.7409,-1.8771,1.3243,0.6232,0.0446,0.0
C0303,WA Community 303,WA,2022,300492,64977,61756,21.88,32.7,3.932,1040.2,1,-0.2219,1.2583,-0.4428,0.1197,2.1299,0.0012,0.3328
C0304,FL Community 304,FL,2022,44952,9416,46323,25.29,19.42,4.174,138.2,0,-0.5608,-0.8559,0.6782,0.3891,-0.0426,2.2586,0.0
C0305,GA Community 305,GA,2022,40553,8936,48241,32.33,27.47,0.057,351.0,0,0.2187,0.8911,-0.7193,-1.2664,0.1747,0.9029,0.0
C0306,PA Community 306,PA,2022,30795,8145,112305,10.59,43.71,4.498,506.6,2,1.3528,-1.409,-1.8928,0.0762,0.3577,-0.4063,6.4946
C0307,WI Community 307,WI,2022,81906,17107,115355,16.63,51.95,3.058,264.2,1,-1.626,0.6184,-1.296,0.5069,-0.9551,0.4382,1.2209
C0308,FL Community 308,FL,2022,36323,7186,69776,29.64,34.27,3.244,184.0,1,1.3972,0.9969,-0.7707,-0.8423,2.5053,-0.1925,2.7531
C0309,TN Community 309,TN,2022,66942,14422,75146,23.16,40.34,1.976,4405.0,0,-0.7404,-0.0711,1.5479,-1.0729,0.2448,-1.1613,0.0
C0310,OR Community 310,OR,2022,67818,12960,64366,29.93,41.58,3.903,1600.9,0,-0.2602,-0.6776,-0.7958,0.0929,0.5706,0.4287,0.0
C0311,FL Community 311,FL,2022,128333,31045,71344,25.05,36.72,0.711,1267.3,1,0.9324,-1.2683,0.6239,-1.3772,-0.5435,-1.8033,0.7792
C0312,FL Community 312,FL,2022,25109,4825,103689,30.23,42.75,3.162,615.3,0,1.4586,0.5615,-0.1997,1.3829,1.4304,0.8338,0.0
C0313,GA Community 313,GA,2022,41878,7949,25578,35.11,6.0,2.388,1449.8,0,-0.4573,0.0534,-1.0978,-0.8007,-0.8267,0.0478,0.0
C0314,TN Community 314,TN,2022,70294,16391,54377,39.26,24.91,2.2,1106.4,0,0.0976,-2.135,1.1776,-0.8239,-0.9473,-1.1843,0.0
C0315,IL Community 315,IL,2022,81594,20611,95826,13.58,46.13,4.887,150.4,0,0.2784,-0.9273,0.3731,1.056,-1.955,-0.3094,0.0
C0316,TX Community 316,TX,2022,51398,13472,64702,31.37,33.82,0.05,4361.4,0,-0.75,0.395,-0.2677,-0.0006,-0.7623,0.2314,0.0
C0317,AZ Community 317,AZ,2022,21383,4355,95321,20.55,52.43,5.703,199.8,1,-0.879,1.3773,0.2586,0.392,0.4942,3.4303,4.6766
C0318,CA Community 318,CA,2022,78719,16805,50219,33.96,33.23,0.529,231.9,0,-0.8099,-1.0207,-0.076,-0.5437,2.7271,0.6018,0.0
C0319,MO Community 319,MO,2022,41367,9502,68143,24.1,29.65,3.523,344.5,0,0.477,0.2739,-1.4075,0.3943,-1.3693,0.0659,0.0
C0000,MN Community 000,MN,2023,90477,19140,38745,32.93,17.19,0.801,87.0,0,1.7998,0.6172,1.3062,1.6353,-0.6786,-0.3268,0.0
C0001,VA Community 001,VA,2023,55908,11138,79543,28.2,38.76,4.357,1824.5,0,-0.1553,0.5198,0.8128,-0.1539,-0.9489,-1.0564,0.0
C0002,TN Community 002,TN,2023,15212,3126,86519,24.0,40.63,0.773,254.5,0,-0.3018,-0.6333,0.9312,-0.6803,-1.3612,0.4173,0.0
C0003,VA Community 003,VA,2023,26561,5536,70085,30.76,31.2,1.856,2243.1,0,-0.6523,-0.3535,-0.4771,-2.0191,-0.6411,-0.249,0.0
C0004,MA Community 004,MA,2023,103828,26326,84726,28.5,47.2,2.292,4296.1,1,-0.5936,-0.0295,-2.6638,0.5053,0.27,-0.4185,0.9631
C0005,AZ Community 005,AZ,2023,145116,34888,79553,20.82,42.86,3.774,1017.2,0,-0.0891,0.2971,-0.1806,0.6745,0.3731,-0.9271,0.0
C0006,TX Community 006,TX,2023,59936,13799,75669,24.48,48.55,6.006,1095.8,0,2.0911,1.0801,2.1537,-0.0219,-0.18,-1.2958,0.0
C0007,WA Community 007,WA,2023,8682,2128,71526,26.49,26.5,2.981,39.4,0,0.5236,0.4324,0.0372,-0.9559,0.6097,0.4461,0.0
C0008,MN Community 008,MN,2023,37786,7639,78379,18.25,36.72,2.245,220.5,0,-0.3437,2.2655,0.3792,0.4943,-0.0423,-1.3718,0.0
C0009,NY Community 009,NY,2023,59993,15788,85511,26.77,34.29,4.059,901.7,0,-2.5196,-0.3224,-2.4852,0.0397,0.4594,0.0527,0.0
C0010,OR Community 010,OR,2023,53452,12388,85829,21.05,27.35,4.404,1652.7,0,0.1724,0.4779,1.6333,-0.3978,0.3362,1.4951,0.0
C0011,CO Community 011,CO,2023,123426,26765,23437,28.44,17.7,0.063,734.4,0,0.5235,1.3113,1.2732,0.0443,-2.5859,-1.5068,0.0
C0012,PA Community 012,PA,2023,197212,44155,57655,26.48,31.03,1.854,271.4,0,-0.4336,1.2196,-0.6718,0.2289,1.9511,-1.9077,0.0
C0013,OR Community 013,OR,2023,92381,23862,80397,25.85,31.65,4.726,2964.5,0,-1.0846,0.6815,-0.7373,-0.5201,1.5091,0.6409,0.0
C0014,TN Community 014,TN,2023,95364,24103,40245,30.73,24.95,1.636,1199.6,0,1.3236,0.578,-1.2475,2.1229,0.835,-1.9462,0.0
C0015,MA Community 015,MA,2023,23721,5151,74422,27.66,31.31,1.659,2270.7,0,-0.7818,-0.9398,-0.5059,0.8186,-0.6484,0.1807,0.0
C0016,AZ Community 016,AZ,2023,55390,12288,50218,31.6,21.17,1.039,1703.7,0,-1.08,-0.9454,0.3069,-0.5043,-0.1142,-0.9137,0.0
C0017,MN Community 017,MN,2023,14558,3271,98740,25.41,37.42,4.279,1136.0,0,0.5769,-0.8866,-0.2127,0.3146,0.6483,-1.1506,0.0
C0018,TX Community 018,TX,2023,59912,11409,73047,24.2,45.07,2.2,1220.6,0,0.9075,1.08,0.255,1.5288,0.999,-1.0229,0.0
C0019,OH Community 019,OH,2023,66318,16206,61822,28.31,30.25,2.378,568.5,0,0.1704,-1.2997,-1.3814,-0.2049,-2.2334,-0.0632,0.0
C0020,NC Community 020,NC,2023,200909,41085,82904,22.9,31.0,1.94,82.8,0,-1.4026,1.4519,-0.1109,0.797,-1.74,0.569,0.0
